trial_id,mode,relpath_txt,n_agents,correct,choiceA_xy,choiceA_cell,choiceB_xy,choiceB_cell,choiceC_xy,choiceC_cell,choiceD_xy,choiceD_cell
3_24_1,intermediate_case1,intermediate_case1/3_24_1.txt,3,D,"[[12, 12], [11, 5], [8, 2]]","[275, 106, 31]","[[9, 13], [11, 7], [11, 4]]","[296, 154, 82]","[[11, 15], [14, 10], [14, 6]]","[346, 229, 133]","[[11, 14], [13, 9], [13, 6]]","[322, 204, 132]"
3_24_10,intermediate_case1,intermediate_case1/3_24_10.txt,3,C,"[[6, 6], [7, 14], [10, 12]]","[125, 318, 273]","[[8, 5], [7, 12], [12, 11]]","[103, 270, 251]","[[8, 5], [6, 12], [12, 12]]","[103, 269, 275]","[[9, 6], [7, 13], [13, 12]]","[128, 294, 276]"
3_24_2,intermediate_case1,intermediate_case1/3_24_2.txt,3,C,"[[2, 6], [12, 12], [18, 16]]","[121, 275, 377]","[[2, 5], [13, 13], [19, 17]]","[97, 300, 402]","[[7, 6], [11, 15], [22, 19]]","[126, 346, 453]","[[6, 6], [11, 14], [21, 18]]","[125, 322, 428]"
3_24_3,intermediate_case1,intermediate_case1/3_24_3.txt,3,B,"[[15, 5], [14, 10], [6, 6]]","[110, 229, 125]","[[14, 4], [10, 10], [5, 7]]","[85, 225, 148]","[[18, 5], [13, 12], [8, 8]]","[113, 276, 175]","[[15, 5], [9, 9], [5, 7]]","[110, 200, 148]"
3_24_4,intermediate_case1,intermediate_case1/3_24_4.txt,3,B,"[[6, 6], [5, 12], [3, 4]]","[125, 268, 74]","[[7, 12], [7, 18], [6, 8]]","[270, 414, 173]","[[7, 9], [6, 17], [5, 7]]","[198, 389, 148]","[[6, 11], [6, 18], [5, 7]]","[245, 413, 148]"
3_24_5,intermediate_case1,intermediate_case1/3_24_5.txt,3,D,"[[12, 9], [6, 6], [10, 15]]","[203, 125, 345]","[[15, 9], [8, 6], [13, 15]]","[206, 127, 348]","[[16, 10], [8, 5], [14, 16]]","[231, 103, 373]","[[17, 11], [9, 4], [15, 16]]","[256, 80, 374]"
3_24_6,intermediate_case1,intermediate_case1/3_24_6.txt,3,D,"[[17, 5], [10, 24], [12, 12]]","[112, 561, 275]","[[16, 8], [8, 24], [9, 16]]","[183, 559, 368]","[[15, 8], [8, 22], [11, 13]]","[182, 511, 298]","[[16, 7], [9, 22], [11, 14]]","[159, 512, 322]"
3_24_7,intermediate_case1,intermediate_case1/3_24_7.txt,3,B,"[[6, 6], [8, 9], [8, 1]]","[125, 199, 7]","[[9, 3], [9, 4], [11, 1]]","[56, 80, 10]","[[7, 6], [8, 6], [9, 4]]","[126, 127, 80]","[[10, 4], [10, 4], [12, 2]]","[81, 81, 35]"
3_24_8,intermediate_case1,intermediate_case1/3_24_8.txt,3,B,"[[12, 3], [6, 6], [8, 13]]","[59, 125, 295]","[[16, 5], [7, 4], [12, 18]]","[111, 78, 419]","[[15, 2], [8, 3], [11, 14]]","[38, 55, 322]","[[17, 5], [8, 5], [13, 17]]","[112, 103, 396]"
3_24_9,intermediate_case1,intermediate_case1/3_24_9.txt,3,D,"[[5, 24], [18, 21], [12, 12]]","[556, 497, 275]","[[4, 24], [15, 22], [10, 14]]","[555, 518, 321]","[[3, 24], [12, 24], [7, 16]]","[554, 563, 366]","[[2, 23], [11, 24], [7, 17]]","[529, 562, 390]"
